"","site","depth","date","data","delta"
"5796","DC1","Shallow",2010-02-25,0.06,0.01
"5797","DC1","Shallow",2010-03-25,0.06,0
"5798","DC1","Shallow",2010-04-20,0.05,-0.01
"5799","DC1","Shallow",2010-05-26,0.06,0.01
"5800","DC1","Shallow",2010-06-16,0.06,0
"5801","DC1","Shallow",2010-07-23,0.06,0
"5802","DC1","Shallow",2010-08-19,0.06,0
"5803","DC1","Shallow",2010-09-21,0.06,0
"5804","DC1","Shallow",2010-10-20,0.06,0
"5805","DC1","Shallow",2010-11-24,0.05,-0.01
"5806","DC1","Shallow",2010-12-15,0.03,-0.02
"5807","ESC","Shallow",2010-01-19,0.04,-0.01
"5808","ESC","Shallow",2010-02-23,0.04,0
"5809","ESC","Shallow",2010-03-23,0.04,0
"5810","ESC","Shallow",2010-04-21,0.05,0.01
"5811","ESC","Shallow",2010-05-25,0.05,0
"5812","ESC","Shallow",2010-06-15,0.05,0
"5813","ESC","Shallow",2010-07-22,0.05,0
"5814","ESC","Shallow",2010-08-17,0.05,0
"5815","ESC","Shallow",2010-09-23,0.04,-0.01
"5816","ESC","Shallow",2010-10-19,0.04,0
"5817","ESC","Shallow",2010-11-23,0.04,0
"5818","ESC","Shallow",2010-12-14,0.03,-0.01
"5819","LAT","Shallow",2010-01-20,0.01,-0.04
"5820","LAT","Shallow",2010-02-25,0.01,0
"5821","LAT","Shallow",2010-03-25,0.01,0
"5822","LAT","Shallow",2010-04-20,0.01,0
"5823","LAT","Shallow",2010-05-26,0.01,0
"5824","LAT","Shallow",2010-06-16,0.01,0
"5825","LAT","Shallow",2010-07-23,0.01,0
"5826","LAT","Shallow",2010-08-19,0.01,0
"5827","LAT","Shallow",2010-09-21,0.01,0
"5828","LAT","Shallow",2010-10-20,0.01,0
"5829","LAT","Shallow",2010-11-25,0.01,0
"5830","LAT","Shallow",2010-12-10,0,-0.01
"5831","TMR","Shallow",2010-01-20,0.05,0
"5832","TMR","Shallow",2010-02-25,0.06,0.01
"5833","TMR","Shallow",2010-03-25,0.06,0
"5834","TMR","Shallow",2010-04-20,0.06,0
"5835","TMR","Shallow",2010-05-26,0.07,0.01
"5836","TMR","Shallow",2010-06-16,0.07,0
"5837","TMR","Shallow",2010-07-23,0.07,0
"5838","TMR","Shallow",2010-08-19,0.08,0.01
"5839","TMR","Shallow",2010-09-21,0.07,-0.01
"5840","TMR","Shallow",2010-10-20,0.06,-0.01
"5841","TMR","Shallow",2010-11-24,0.05,-0.01
"5842","TMR","Shallow",2010-12-15,0.06,0.01
"5987","M12","Shallow",2010-01-26,0.54,0.2
"5988","M12","Shallow",2010-02-18,0.34,-0.2
"5989","M12","Shallow",2010-03-31,0.77,0.43
"5990","M12","Shallow",2010-04-27,0.48,-0.29
"5991","M12","Shallow",2010-05-24,0.22,-0.26
"5992","M12","Shallow",2010-06-09,0.28,0.06
"5993","M12","Shallow",2010-07-29,0.2,-0.08
"5994","M12","Shallow",2010-08-24,0.34,0.14
"5995","M12","Shallow",2010-09-28,0.2,-0.14
"5997","M12","Shallow",2010-11-18,0.41,0.21
"5998","M12","Shallow",2010-12-21,0.28,-0.13
"5999","M2","Shallow",2010-01-26,0.87,0.0599999999999999
"6000","M2","Shallow",2010-02-18,0.72,-0.15
"6001","M2","Shallow",2010-03-31,0.83,0.11
"6002","M2","Shallow",2010-04-27,0.71,-0.12
"6003","M2","Shallow",2010-05-24,0.68,-0.0299999999999999
"6004","M2","Shallow",2010-06-09,0.47,-0.21
"6005","M2","Shallow",2010-07-29,0.42,-0.05
"6006","M2","Shallow",2010-08-24,0.38,-0.04
"6007","M2","Shallow",2010-09-28,0.44,0.06
"6009","M2","Shallow",2010-11-18,0.54,0.1
"6010","M2","Shallow",2010-12-21,0.86,0.32
"6011","M5","Shallow",2010-01-26,0.58,0.26
"6012","M5","Shallow",2010-02-18,0.28,-0.3
"6013","M5","Shallow",2010-03-31,0.79,0.51
"6014","M5","Shallow",2010-04-27,0.6,-0.19
"6015","M5","Shallow",2010-05-24,0.54,-0.0599999999999999
"6016","M5","Shallow",2010-06-09,0.33,-0.21
"6017","M5","Shallow",2010-07-29,0.24,-0.09
"6018","M5","Shallow",2010-08-24,0.43,0.19
"6019","M5","Shallow",2010-09-28,0.3,-0.13
"6021","M5","Shallow",2010-11-18,0.5,0.2
"6022","M5","Shallow",2010-12-21,0.49,-0.01
"6023","RAP","Shallow",2010-01-26,0.76,0.25
"6024","RAP","Shallow",2010-02-18,0.59,-0.17
"6025","RAP","Shallow",2010-03-31,0.79,0.2
"6026","RAP","Shallow",2010-04-27,0.59,-0.2
"6027","RAP","Shallow",2010-05-24,0.55,-0.0399999999999999
"6028","RAP","Shallow",2010-06-09,0.3,-0.25
"6029","RAP","Shallow",2010-07-29,0.29,-0.01
"6030","RAP","Shallow",2010-08-24,0.31,0.02
"6031","RAP","Shallow",2010-09-28,0.36,0.05
"6033","RAP","Shallow",2010-11-18,0.46,0.1
"6034","RAP","Shallow",2010-12-21,0.59,0.13
"6035","RCO","Shallow",2010-01-26,0.85,0.26
"6036","RCO","Shallow",2010-02-18,0.71,-0.14
"6037","RCO","Shallow",2010-03-31,0.78,0.0700000000000001
"6038","RCO","Shallow",2010-04-27,0.72,-0.0600000000000001
"6039","RCO","Shallow",2010-05-24,0.68,-0.0399999999999999
"6040","RCO","Shallow",2010-06-09,0.36,-0.32
"6041","RCO","Shallow",2010-07-29,0.38,0.02
"6042","RCO","Shallow",2010-08-24,0.44,0.06
"6043","RCO","Shallow",2010-09-28,0.49,0.05
"6045","RCO","Shallow",2010-11-18,0.55,0.0600000000000001
"6046","RCO","Shallow",2010-12-21,0.8,0.25
"6228","BOP","Shallow",2012-05-01,0.05,0.02
"6229","BOP","Shallow",2012-08-02,0.05,0
"6230","BOP","Shallow",2012-07-03,0.05,0
"6231","BOP","Shallow",2012-10-04,0.05,0
"6232","BOP","Shallow",2012-08-08,0.05,0
"6233","BOP","Shallow",2012-03-20,0.05,0
"6234","BOP","Shallow",2012-11-10,0.05,0
"6235","BOP","Shallow",2012-11-14,0.05,0
"6237","BOP","Shallow",2012-11-12,0.05,0
"6245","DCH","Shallow",2012-05-01,0.05,0.02
"6246","DCH","Shallow",2012-08-02,0.05,0
"6247","DCH","Shallow",2012-07-03,0.05,0
"6248","DCH","Shallow",2012-10-04,0.05,0
"6249","DCH","Shallow",2012-05-15,0.05,0
"6250","DCH","Shallow",2012-12-06,0.05,0
"6251","DCH","Shallow",2012-10-07,0.05,0
"6252","DCH","Shallow",2012-08-08,0.05,0
"6253","DCH","Shallow",2012-03-20,0.05,0
"6254","DCH","Shallow",2012-11-10,0.05,0
"6255","DCH","Shallow",2012-11-14,0,-0.05
"6257","DCH","Shallow",2012-11-12,0.05,0.05
"6266","ERP","Shallow",2012-05-01,0.05,0.03
"6267","ERP","Shallow",2012-08-02,0.05,0
"6268","ERP","Shallow",2012-07-03,0.05,0
"6269","ERP","Shallow",2012-10-04,0.05,0
"6270","ERP","Shallow",2012-05-15,0.05,0
"6271","ERP","Shallow",2012-12-06,0.05,0
"6272","ERP","Shallow",2012-10-07,0.05,0
"6273","ERP","Shallow",2012-08-08,0.05,0
"6274","ERP","Shallow",2012-09-20,0.05,0
"6275","ERP","Shallow",2012-11-10,0.05,0
"6276","ERP","Shallow",2012-11-14,0.05,0
"6278","ERP","Shallow",2012-11-12,0.05,0
"6291","PNP","Shallow",2012-05-01,0.05,0.03
"6292","PNP","Shallow",2012-08-02,0.05,0
"6293","PNP","Shallow",2012-07-03,0.05,0
"6294","PNP","Shallow",2012-10-04,0.05,0
"6295","PNP","Shallow",2012-05-15,0.05,0
"6296","PNP","Shallow",2012-12-06,0.05,0
"6297","PNP","Shallow",2012-10-07,0.05,0
"6298","PNP","Shallow",2012-08-08,0.05,0
"6299","PNP","Shallow",2012-09-20,0.05,0
"6300","PNP","Shallow",2012-11-10,0.05,0
"6301","PNP","Shallow",2012-11-14,0.05,0
"6303","PNP","Shallow",2012-11-12,0.05,0
"6316","TAG","Shallow",2012-05-01,0.05,0.02
"6317","TAG","Shallow",2012-08-02,0.05,0
"6318","TAG","Shallow",2012-07-03,0.05,0
"6319","TAG","Shallow",2012-10-04,0.05,0
"6320","TAG","Shallow",2012-05-15,0.05,0
"6321","TAG","Shallow",2012-12-06,0.05,0
"6322","TAG","Shallow",2012-10-07,0.05,0
"6323","TAG","Shallow",2012-08-08,0.05,0
"6324","TAG","Shallow",2012-03-20,0.05,0
"6325","TAG","Shallow",2012-11-10,0.05,0
"6326","TAG","Shallow",2012-11-14,0.05,0
"6328","TAG","Shallow",2012-11-12,0.05,0
"6341","ARN","Shallow",2012-01-18,0.05,0.03
"6342","ARN","Shallow",2012-02-14,0.05,0
"6343","ARN","Shallow",2012-03-20,0.05,0
"6344","ARN","Shallow",2012-04-17,0.05,0
"6345","ARN","Shallow",2012-05-22,0.05,0
"6346","ARN","Shallow",2012-06-19,0.05,0
"6347","ARN","Shallow",2012-07-26,0.05,0
"6348","ARN","Shallow",2012-08-16,0.05,0
"6349","ARN","Shallow",2012-09-18,0.05,0
"6350","ARN","Shallow",2012-10-16,0.05,0
"6351","ARN","Shallow",2012-11-20,0.05,0
"6352","ARN","Shallow",2012-12-19,0.05,0
"6365","BAT","Shallow",2012-01-18,0.05,0.02
"6366","BAT","Shallow",2012-02-14,0.05,0
"6367","BAT","Shallow",2012-03-20,0.05,0
"6368","BAT","Shallow",2012-04-17,0.05,0
"6369","BAT","Shallow",2012-05-22,0.05,0
"6370","BAT","Shallow",2012-06-19,0.05,0
"6371","BAT","Shallow",2012-07-26,0.05,0
"6372","BAT","Shallow",2012-08-14,0.05,0
"6373","BAT","Shallow",2012-09-18,0.05,0
"6374","BAT","Shallow",2012-10-16,0.05,0
"6375","BAT","Shallow",2012-11-20,0.05,0
"6376","BAT","Shallow",2012-12-19,0.05,0
"6389","BCI","Shallow",2012-01-17,0.05,0.02
"6390","BCI","Shallow",2012-02-15,0.05,0
"6391","BCI","Shallow",2012-03-21,0.05,0
"6392","BCI","Shallow",2012-04-18,0.05,0
"6393","BCI","Shallow",2012-05-23,0.05,0
"6394","BCI","Shallow",2012-06-20,0.05,0
"6395","BCI","Shallow",2012-07-25,0.05,0
"6396","BCI","Shallow",2012-08-14,0.05,0
"6397","BCI","Shallow",2012-09-19,0.05,0
"6398","BCI","Shallow",2012-10-16,0.05,0
"6399","BCI","Shallow",2012-11-21,0.05,0
"6400","BCI","Shallow",2012-12-19,0.05,0
"6413","DC1","Shallow",2012-01-17,0.05,0.02
"6414","DC1","Shallow",2012-02-15,0.05,0
"6415","DC1","Shallow",2012-03-21,0.05,0
"6416","DC1","Shallow",2012-04-18,0.05,0
"6417","DC1","Shallow",2012-05-23,0.05,0
"6418","DC1","Shallow",2012-06-20,0.05,0
"6419","DC1","Shallow",2012-07-25,0.05,0
"6420","DC1","Shallow",2012-08-14,0.05,0
"6421","DC1","Shallow",2012-09-19,0.05,0
"6422","DC1","Shallow",2012-10-17,0.05,0
"6423","DC1","Shallow",2012-11-21,0.05,0
"6424","DC1","Shallow",2012-12-19,0.05,0
"6437","ESC","Shallow",2012-01-18,0.05,0.02
"6438","ESC","Shallow",2012-02-14,0.05,0
"6439","ESC","Shallow",2012-03-20,0.05,0
"6440","ESC","Shallow",2012-04-17,0.05,0
"6441","ESC","Shallow",2012-05-22,0.05,0
"6442","ESC","Shallow",2012-06-19,0.05,0
"6443","ESC","Shallow",2012-07-26,0.05,0
"6444","ESC","Shallow",2012-08-16,0.05,0
"6445","ESC","Shallow",2012-09-19,0.05,0
"6446","ESC","Shallow",2012-10-16,0.05,0
"6447","ESC","Shallow",2012-11-20,0.05,0
"6448","ESC","Shallow",2012-12-19,0.05,0
"6461","HUM","Shallow",2012-01-18,0.05,0.04
"6462","HUM","Shallow",2012-02-14,0.05,0
"6463","HUM","Shallow",2012-03-20,0.05,0
"6464","HUM","Shallow",2012-04-17,0.05,0
"6465","HUM","Shallow",2012-05-23,0.05,0
"6466","HUM","Shallow",2012-06-19,0.05,0
"6467","HUM","Shallow",2012-07-26,0.05,0
"6468","HUM","Shallow",2012-08-16,0.05,0
"6469","HUM","Shallow",2012-09-18,0.05,0
"6470","HUM","Shallow",2012-10-16,0.05,0
"6471","HUM","Shallow",2012-11-20,0.05,0
"6472","HUM","Shallow",2012-12-19,0.05,0
"6485","LAT","Shallow",2012-01-17,0.05,0.05
"6486","LAT","Shallow",2012-02-15,0.05,0
"6487","LAT","Shallow",2012-03-21,0.05,0
"6488","LAT","Shallow",2012-04-18,0.05,0
"6489","LAT","Shallow",2012-05-30,0.05,0
"6490","LAT","Shallow",2012-06-20,0.05,0
"6491","LAT","Shallow",2012-07-25,0.05,0
"6492","LAT","Shallow",2012-08-15,0.05,0
"6493","LAT","Shallow",2012-03-13,0.05,0
"6494","LAT","Shallow",2012-10-17,0.05,0
"6495","LAT","Shallow",2012-11-21,0.05,0
"6496","LAT","Shallow",2012-12-13,0.05,0
"6509","MLR","Shallow",2012-01-18,0.05,0.01
"6510","MLR","Shallow",2012-02-14,0.05,0
"6511","MLR","Shallow",2012-03-20,0.05,0
"6512","MLR","Shallow",2012-04-17,0.05,0
"6513","MLR","Shallow",2012-05-22,0.05,0
"6514","MLR","Shallow",2012-06-19,0.05,0
"6515","MLR","Shallow",2012-07-26,0.05,0
"6516","MLR","Shallow",2012-08-14,0.05,0
"6517","MLR","Shallow",2012-09-18,0.05,0
"6518","MLR","Shallow",2012-10-17,0.05,0
"6519","MLR","Shallow",2012-11-20,0.05,0
"6520","MLR","Shallow",2012-12-18,0.05,0
"6533","RAI","Shallow",2012-01-18,0.05,0.03
"6534","RAI","Shallow",2012-02-14,0.05,0
"6535","RAI","Shallow",2012-03-20,0.05,0
"6536","RAI","Shallow",2012-04-17,0.05,0
"6537","RAI","Shallow",2012-05-22,0.05,0
"6538","RAI","Shallow",2012-06-19,0.05,0
"6539","RAI","Shallow",2012-07-26,0.05,0
"6540","RAI","Shallow",2012-08-16,0.05,0
"6541","RAI","Shallow",2012-09-18,0.05,0
"6542","RAI","Shallow",2012-10-16,0.05,0
"6543","RAI","Shallow",2012-11-20,0.05,0
"6544","RAI","Shallow",2012-12-19,0.05,0
"6557","TAR","Shallow",2012-01-17,0.05,0
"6558","TAR","Shallow",2012-02-15,0.05,0
"6559","TAR","Shallow",2012-03-21,0.05,0
"6560","TAR","Shallow",2012-04-18,0.05,0
"6561","TAR","Shallow",2012-05-30,0.05,0
"6562","TAR","Shallow",2012-06-20,0.05,0
"6563","TAR","Shallow",2012-07-25,0.05,0
"6564","TAR","Shallow",2012-08-15,0.05,0
"6565","TAR","Shallow",2012-03-13,0.05,0
"6566","TAR","Shallow",2012-10-17,0.05,0
"6567","TAR","Shallow",2012-11-21,0.05,0
"6568","TAR","Shallow",2012-12-13,0.05,0
"6578","TME","Shallow",2012-01-17,0.05,0
"6579","TME","Shallow",2012-02-15,0.05,0
"6580","TME","Shallow",2012-03-21,0.05,0
"6581","TME","Shallow",2012-04-18,0.05,0
"6582","TME","Shallow",2012-05-30,0.05,0
"6583","TME","Shallow",2012-06-20,0.05,0
"6584","TME","Shallow",2012-07-25,0.05,0
"6585","TME","Shallow",2012-03-15,0.05,0
"6586","TME","Shallow",2012-09-19,0.05,0
"6587","TME","Shallow",2012-10-17,0.05,0
"6588","TME","Shallow",2012-11-21,0.05,0
"6589","TME","Shallow",2012-12-19,0.05,0
"6601","TMR","Shallow",2012-01-17,0.05,-0.01
"6602","TMR","Shallow",2012-02-15,0.05,0
"6603","TMR","Shallow",2012-03-21,0.05,0
"6604","TMR","Shallow",2012-04-18,0.05,0
"6605","TMR","Shallow",2012-05-30,0.05,0
"6606","TMR","Shallow",2012-06-20,0.05,0
"6607","TMR","Shallow",2012-07-25,0.05,0
"6608","TMR","Shallow",2012-08-15,0.05,0
"6609","TMR","Shallow",2012-09-19,0.05,0
"6610","TMR","Shallow",2012-10-17,0.05,0
"6611","TMR","Shallow",2012-11-21,0.05,0
"6612","TMR","Shallow",2012-12-19,0.05,0
"6625","M2","Shallow",2012-01-24,0.59,-0.27
"6626","M2","Shallow",2012-02-23,0.85,0.26
"6627","M2","Shallow",2012-03-29,1.16,0.31
"6628","M2","Shallow",2012-04-25,0.87,-0.29
"6629","M2","Shallow",2012-05-29,0.79,-0.08
"6630","M2","Shallow",2012-06-26,0.63,-0.16
"6631","M2","Shallow",2012-07-30,0.6,-0.03
"6632","M2","Shallow",2012-08-23,0.58,-0.02
"6633","M2","Shallow",2012-12-09,0.42,-0.16
"6634","M2","Shallow",2012-10-23,0.48,0.06
"6635","M2","Shallow",2012-11-15,0.4,-0.08
"6636","M2","Shallow",2012-12-13,0.51,0.11
"6649","M5","Shallow",2012-01-24,0.31,-0.18
"6650","M5","Shallow",2012-02-23,0.74,0.43
"6651","M5","Shallow",2012-03-23,0.86,0.12
"6652","M5","Shallow",2012-04-25,0.6,-0.26
"6653","M5","Shallow",2012-05-23,0.65,0.05
"6654","M5","Shallow",2012-06-26,0.45,-0.2
"6655","M5","Shallow",2012-07-30,0.47,0.02
"6656","M5","Shallow",2012-08-23,0.36,-0.11
"6657","M5","Shallow",2012-12-03,0.32,-0.04
"6658","M5","Shallow",2012-10-23,0.3,-0.02
"6659","M5","Shallow",2012-11-15,0.34,0.04
"6660","M5","Shallow",2012-12-13,0.44,0.1
"6673","M12","Shallow",2012-01-24,0.19,-0.09
"6674","M12","Shallow",2012-02-23,0.42,0.23
"6675","M12","Shallow",2012-03-23,0.73,0.31
"6676","M12","Shallow",2012-04-25,0.53,-0.2
"6677","M12","Shallow",2012-05-29,0.39,-0.14
"6678","M12","Shallow",2012-06-26,0.32,-0.07
"6679","M12","Shallow",2012-07-30,0.33,0.01
"6680","M12","Shallow",2012-08-23,0.32,-0.01
"6681","M12","Shallow",2012-12-03,0.22,-0.1
"6682","M12","Shallow",2012-10-23,0.24,0.02
"6683","M12","Shallow",2012-11-15,0.27,0.03
"6684","M12","Shallow",2012-12-13,0.29,0.02
"6697","RAP","Shallow",2012-01-24,0.49,-0.1
"6698","RAP","Shallow",2012-02-23,0.85,0.36
"6699","RAP","Shallow",2012-03-29,0.39,-0.46
"6700","RAP","Shallow",2012-04-25,0.8,0.41
"6701","RAP","Shallow",2012-05-23,0.69,-0.11
"6702","RAP","Shallow",2012-06-26,0.51,-0.18
"6703","RAP","Shallow",2012-07-30,0.44,-0.07
"6704","RAP","Shallow",2012-08-23,0.51,0.07
"6705","RAP","Shallow",2012-09-12,0.4,-0.11
"6706","RAP","Shallow",2012-10-23,0.45,0.05
"6707","RAP","Shallow",2012-11-15,0.32,-0.13
"6708","RAP","Shallow",2012-12-13,0.56,0.24
"6709","RCO","Shallow",2012-01-24,0.57,-0.23
"6710","RCO","Shallow",2012-02-23,0.9,0.33
"6711","RCO","Shallow",2012-03-29,1.04,0.14
"6712","RCO","Shallow",2012-04-25,0.69,-0.35
"6713","RCO","Shallow",2012-05-29,0.74,0.05
"6714","RCO","Shallow",2012-06-26,0.61,-0.13
"6715","RCO","Shallow",2012-07-30,0.66,0.05
"6716","RCO","Shallow",2012-08-23,0.5,-0.16
"6717","RCO","Shallow",2012-09-12,0.46,-0.04
"6718","RCO","Shallow",2012-10-23,0.47,0.00999999999999995
"6719","RCO","Shallow",2012-11-15,0.39,-0.08
"6720","RCO","Shallow",2012-12-13,0.49,0.1
"6918","BOP","Shallow",2013-01-09,0.05,0
"6919","BOP","Shallow",2013-02-13,0.05,0
"6920","BOP","Shallow",2013-08-14,0.05,0
"6921","BOP","Shallow",2013-09-12,0.05,0
"6922","BOP","Shallow",2013-10-08,0.05,0
"6923","BOP","Shallow",2013-11-13,0.05,0
"6924","BOP","Shallow",2013-12-05,1.5,1.45
"6932","DCH","Shallow",2013-01-09,0.05,0
"6933","DCH","Shallow",2013-02-13,0.05,0
"6934","DCH","Shallow",2013-03-25,0.05,0
"6935","DCH","Shallow",2013-04-10,0.05,0
"6936","DCH","Shallow",2013-05-08,0.05,0
"6937","DCH","Shallow",2013-06-05,0.05,0
"6938","DCH","Shallow",2013-07-18,0.05,0
"6939","DCH","Shallow",2013-08-14,0.05,0
"6940","DCH","Shallow",2013-09-12,0.05,0
"6941","DCH","Shallow",2013-10-08,0.05,0
"6942","DCH","Shallow",2013-11-13,0.05,0
"6943","DCH","Shallow",2013-12-05,0.05,0
"6952","ERP","Shallow",2013-01-09,0.05,0
"6953","ERP","Shallow",2013-02-13,0.05,0
"6954","ERP","Shallow",2013-03-25,0.05,0
"6955","ERP","Shallow",2013-04-10,0.05,0
"6956","ERP","Shallow",2013-06-05,0.05,0
"6957","ERP","Shallow",2013-07-18,0.05,0
"6958","ERP","Shallow",2013-08-14,0.05,0
"6959","ERP","Shallow",2013-09-12,0.05,0
"6960","ERP","Shallow",2013-10-08,0.05,0
"6961","ERP","Shallow",2013-11-13,0.05,0
"6962","ERP","Shallow",2013-12-05,0.05,0
"6974","PNP","Shallow",2013-01-09,0.05,0
"6975","PNP","Shallow",2013-02-13,0.05,0
"6976","PNP","Shallow",2013-03-25,0.05,0
"6977","PNP","Shallow",2013-04-10,0.05,0
"6978","PNP","Shallow",2013-05-08,0.05,0
"6979","PNP","Shallow",2013-06-05,0.05,0
"6980","PNP","Shallow",2013-07-18,0.05,0
"6981","PNP","Shallow",2013-08-14,0.05,0
"6982","PNP","Shallow",2013-09-12,0.05,0
"6983","PNP","Shallow",2013-10-08,0.05,0
"6984","PNP","Shallow",2013-11-13,0.05,0
"6985","PNP","Shallow",2013-12-05,0.05,0
"6998","TAB","Shallow",2013-01-09,0.05,0
"6999","TAB","Shallow",2013-02-13,0.05,0
"7000","TAB","Shallow",2013-03-25,0.05,0
"7001","TAB","Shallow",2013-04-10,0.05,0
"7002","TAB","Shallow",2013-05-08,0.05,0
"7003","TAB","Shallow",2013-06-05,0.05,0
"7004","TAB","Shallow",2013-07-18,0.05,0
"7005","TAB","Shallow",2013-08-14,0.05,0
"7006","TAB","Shallow",2013-09-12,0.05,0
"7007","TAB","Shallow",2013-10-08,0.05,0
"7008","TAB","Shallow",2013-11-13,0.05,0
"7009","TAB","Shallow",2013-12-05,0.05,0
"7022","ARN","Shallow",2013-01-15,0.05,0
"7023","ARN","Shallow",2013-02-19,0.05,0
"7024","ARN","Shallow",2013-03-19,0.05,0
"7025","ARN","Shallow",2013-04-16,0.05,0
"7026","ARN","Shallow",2013-05-15,0.05,0
"7027","ARN","Shallow",2013-06-11,0.05,0
"7028","ARN","Shallow",2013-07-23,0.05,0
"7029","ARN","Shallow",2013-08-22,0.05,0
"7030","ARN","Shallow",2013-09-19,0.05,0
"7031","ARN","Shallow",2013-10-15,0.05,0
"7032","ARN","Shallow",2013-11-21,0.05,0
"7033","ARN","Shallow",2013-12-10,0.05,0
"7046","BAT","Shallow",2013-01-15,0.05,0
"7047","BAT","Shallow",2013-02-19,0.05,0
"7048","BAT","Shallow",2013-03-19,0.05,0
"7049","BAT","Shallow",2013-04-16,0.05,0
"7050","BAT","Shallow",2013-05-15,0.05,0
"7051","BAT","Shallow",2013-06-11,0.05,0
"7052","BAT","Shallow",2013-07-23,0.05,0
"7053","BAT","Shallow",2013-08-22,0.05,0
"7054","BAT","Shallow",2013-09-19,0.05,0
"7055","BAT","Shallow",2013-10-15,0.05,0
"7056","BAT","Shallow",2013-11-21,0.05,0
"7057","BAT","Shallow",2013-12-10,0.05,0
"7070","BCI","Shallow",2013-01-16,0.05,0
"7071","BCI","Shallow",2013-02-20,0.05,0
"7072","BCI","Shallow",2013-03-20,0.05,0
"7073","BCI","Shallow",2013-04-18,0.05,0
"7074","BCI","Shallow",2013-05-14,0.05,0
"7075","BCI","Shallow",2013-06-12,0.05,0
"7076","BCI","Shallow",2013-07-24,0.05,0
"7077","BCI","Shallow",2013-08-21,0.05,0
"7078","BCI","Shallow",2013-09-17,0.05,0
"7079","BCI","Shallow",2013-10-16,0.05,0
"7080","BCI","Shallow",2013-11-20,0.05,0
"7081","BCI","Shallow",2013-12-11,0.05,0
"7094","DC1","Shallow",2013-01-16,0.05,0
"7095","DC1","Shallow",2013-02-21,0.05,0
"7096","DC1","Shallow",2013-03-20,0.05,0
"7097","DC1","Shallow",2013-04-18,0.05,0
"7098","DC1","Shallow",2013-05-14,0.05,0
"7099","DC1","Shallow",2013-06-12,0.05,0
"7100","DC1","Shallow",2013-07-24,0.05,0
"7101","DC1","Shallow",2013-08-21,0.05,0
"7102","DC1","Shallow",2013-09-17,0.05,0
"7103","DC1","Shallow",2013-10-16,0.05,0
"7104","DC1","Shallow",2013-11-20,0.05,0
"7105","DC1","Shallow",2013-12-11,0.05,0
"7118","ESC","Shallow",2013-01-15,0.05,0
"7119","ESC","Shallow",2013-02-19,0.05,0
"7120","ESC","Shallow",2013-03-19,0.05,0
"7121","ESC","Shallow",2013-04-15,0.05,0
"7122","ESC","Shallow",2013-05-15,0.05,0
"7123","ESC","Shallow",2013-06-11,0.05,0
"7124","ESC","Shallow",2013-07-23,0.05,0
"7125","ESC","Shallow",2013-08-22,0.05,0
"7126","ESC","Shallow",2013-09-19,0.05,0
"7127","ESC","Shallow",2013-10-15,0.05,0
"7128","ESC","Shallow",2013-11-21,0.05,0
"7129","ESC","Shallow",2013-12-10,0.05,0
"7142","HUM","Shallow",2013-01-15,0.05,0
"7143","HUM","Shallow",2013-02-19,0.05,0
"7144","HUM","Shallow",2013-03-19,0.05,0
"7145","HUM","Shallow",2013-04-16,0.05,0
"7146","HUM","Shallow",2013-05-15,0.05,0
"7147","HUM","Shallow",2013-06-11,0.05,0
"7148","HUM","Shallow",2013-07-23,0.05,0
"7149","HUM","Shallow",2013-08-22,0.05,0
"7150","HUM","Shallow",2013-09-19,0.05,0
"7151","HUM","Shallow",2013-10-15,0.05,0
"7152","HUM","Shallow",2013-11-21,0.05,0
"7153","HUM","Shallow",2013-12-10,0.05,0
"7166","LAT","Shallow",2013-01-16,0.05,0
"7167","LAT","Shallow",2013-02-20,0.05,0
"7168","LAT","Shallow",2013-03-20,0.05,0
"7169","LAT","Shallow",2013-04-18,0.05,0
"7170","LAT","Shallow",2013-05-14,0.05,0
"7171","LAT","Shallow",2013-06-12,0.05,0
"7172","LAT","Shallow",2013-07-24,0.05,0
"7173","LAT","Shallow",2013-08-21,0.05,0
"7174","LAT","Shallow",2013-09-17,0.05,0
"7175","LAT","Shallow",2013-10-16,0.05,0
"7176","LAT","Shallow",2013-11-20,0.05,0
"7177","LAT","Shallow",2013-12-11,0.05,0
"7189","MLR","Shallow",2013-01-15,0.05,0
"7190","MLR","Shallow",2013-02-19,0.05,0
"7191","MLR","Shallow",2013-03-19,0.05,0
"7192","MLR","Shallow",2013-04-16,0.05,0
"7193","MLR","Shallow",2013-05-15,0.05,0
"7194","MLR","Shallow",2013-06-11,0.05,0
"7195","MLR","Shallow",2013-07-23,0.05,0
"7196","MLR","Shallow",2013-08-22,0.05,0
"7197","MLR","Shallow",2013-09-19,0.05,0
"7198","MLR","Shallow",2013-10-15,0.05,0
"7199","MLR","Shallow",2013-11-19,0.05,0
"7200","MLR","Shallow",2013-12-10,0.05,0
"7213","RAI","Shallow",2013-01-15,0.05,0
"7214","RAI","Shallow",2013-02-19,0.05,0
"7215","RAI","Shallow",2013-03-19,0.05,0
"7216","RAI","Shallow",2013-04-16,0.05,0
"7217","RAI","Shallow",2013-05-15,0.05,0
"7218","RAI","Shallow",2013-06-11,0.05,0
"7219","RAI","Shallow",2013-07-23,0.05,0
"7220","RAI","Shallow",2013-08-22,0.05,0
"7221","RAI","Shallow",2013-09-19,0.05,0
"7222","RAI","Shallow",2013-10-15,0.05,0
"7223","RAI","Shallow",2013-11-21,0.05,0
